0	7	735
1	8	135
2	5	607
3	6	938
4	7	62
5	0	-1
6	6	307
7	7	662
8	7	669
9	7	978
10	9	626
11	9	334
12	7	887
13	7	388
14	4	946
15	6	856
16	7	867
17	8	740
18	6	972
19	8	235
20	5	981
21	6	905
22	8	573
23	8	489
24	6	477
25	2	716
26	6	915
27	4	927
28	8	510
29	6	698
30	7	400
31	8	518
32	9	507
33	8	767
34	8	962
35	6	963
36	8	954
37	9	875
38	6	345
39	11	505
40	6	268
41	7	662
42	10	405
43	9	333
44	8	619
45	4	588
46	9	392
47	7	281
48	8	312
49	6	863
50	8	414
51	9	610
52	6	511
53	7	679
54	7	950
55	8	136
56	10	277
57	6	483
58	6	453
59	4	549
60	7	57
61	7	403
62	6	438
63	7	183
64	9	581
65	7	147
66	6	138
67	6	138
68	7	886
69	7	911
70	7	670
71	8	406
72	7	930
73	9	333
74	8	339
75	7	24
76	5	594
77	9	532
78	7	270
79	7	147
80	6	548
81	8	695
82	8	101
83	7	728
84	10	10
85	8	859
86	8	128
87	9	234
88	7	249
89	4	371
90	6	189
91	7	605
92	10	11
93	8	139
94	8	75
95	9	597
96	9	705
97	10	407
98	4	931
99	5	447
100	5	582
101	7	700
102	4	841
103	8	882
104	8	870
105	5	681
106	7	262
107	6	603
108	7	391
109	11	815
110	8	913
111	6	556
112	7	592
113	6	726
114	8	53
115	5	625
116	12	109
117	8	976
118	8	196
119	8	168
120	8	155
121	9	94
122	10	10
123	8	948
124	7	845
125	7	488
126	7	776
127	6	469
128	7	674
129	8	754
130	6	785
131	8	521
132	6	571
133	7	565
134	8	979
135	7	6
136	7	663
137	5	404
138	5	98
139	7	964
140	10	993
141	9	655
142	10	73
143	6	780
144	7	297
145	12	939
146	7	436
147	6	863
148	7	163
149	5	447
150	8	860
151	3	564
152	6	177
153	6	756
154	6	369
155	7	555
156	2	811
157	9	422
158	8	286
159	6	456
160	8	855
161	7	587
162	4	479
163	6	659
164	7	782
165	8	566
166	7	552
167	8	47
168	7	712
169	7	751
170	7	517
171	8	205
172	8	631
173	7	930
174	5	260
175	8	186
176	5	574
177	5	491
178	10	247
179	8	961
180	7	538
181	6	773
182	6	773
183	6	713
184	11	56
185	4	549
186	7	887
187	8	133
188	8	725
189	5	574
190	8	814
191	9	528
192	8	760
193	7	458
