1	7	865
2	5	309
3	8	662
4	6	369
5	0	-1
6	5	372
7	5	857
8	7	536
9	7	890
10	9	166
11	5	915
12	7	827
13	8	105
14	8	16
15	7	759
16	7	736
17	8	768
18	8	700
19	1	5
20	8	447
21	5	515
22	4	543
23	8	872
24	5	474
25	7	198
26	5	59
27	9	166
28	6	672
29	8	442
30	7	684
31	9	49
32	3	146
33	5	309
34	6	634
35	5	484
36	4	666
37	10	254
38	7	683
39	10	145
40	9	17
41	6	42
42	5	237
43	5	295
44	6	121
45	8	805
46	6	102
47	8	337
48	9	14
49	8	155
50	8	84
51	9	353
52	6	817
53	6	719
54	9	702
55	6	167
56	7	890
57	5	309
58	7	823
59	4	348
60	6	141
61	8	876
62	6	562
63	6	517
64	6	239
65	9	166
66	9	627
67	6	486
68	8	290
69	5	288
70	6	110
71	1	5
72	5	664
73	7	573
74	9	419
75	7	812
76	6	454
77	2	467
78	5	982
79	7	807
80	8	79
81	6	324
82	8	772
83	4	195
84	7	361
85	6	324
86	7	185
87	7	555
88	6	806
89	7	684
90	5	491
91	5	242
92	6	697
93	5	177
94	5	677
95	6	90
96	4	543
97	6	580
98	7	206
99	6	790
100	8	955
101	7	695
102	5	514
103	8	494
104	6	486
105	7	597
106	5	711
107	5	157
108	10	40
109	6	325
110	5	96
111	6	210
112	9	540
113	7	633
114	9	792
115	8	690
116	4	898
117	6	299
118	5	837
119	4	170
120	7	925
121	5	372
122	5	83
123	7	779
124	8	727
125	7	495
126	6	165
127	6	350
128	5	59
129	5	83
130	6	11
131	5	275
132	5	685
133	2	19
134	7	88
135	5	960
136	7	367
137	8	264
138	6	650
139	7	959
140	8	875
141	5	583
142	8	500
143	8	274
144	7	127
145	9	464
146	2	467
147	4	565
148	8	776
149	7	675
150	6	176
151	6	93
152	7	850
153	7	52
154	7	900
155	7	109
156	7	455
157	4	437
158	7	240
159	8	669
160	5	242
161	6	853
162	8	687
163	8	139
164	9	512
165	5	710
166	8	647
167	5	36
168	9	255
169	10	10
170	3	146
171	5	947
172	7	342
173	10	390
174	8	772
175	7	95
176	5	626
177	4	476
178	4	784
179	8	975
180	8	591
181	9	29
182	7	351
183	7	394
184	7	370
185	6	817
186	7	683
187	7	731
188	8	875
189	8	9
190	5	671
191	3	355
192	8	722
193	6	2
194	8	58
195	3	133
196	5	275
197	10	498
198	6	216
199	3	259
200	9	632
201	6	967
202	5	915
203	6	552
204	8	722
205	7	925
206	6	489
207	9	49
208	6	122
209	6	26
210	5	583
211	9	789
212	5	857
213	7	911
214	6	176
215	6	529
216	5	515
217	6	625
218	8	321
219	9	222
220	1	5
221	5	960
222	8	228
223	7	201
224	7	649
225	6	790
226	9	439
227	6	121
228	7	352
229	7	60
230	10	27
231	3	146
232	7	109
233	3	912
234	5	514
235	7	874
236	5	598
237	4	689
238	6	106
239	5	677
240	6	324
241	7	742
