1	717	33
1	821	15
1	865	44
2	309	36
2	432	19
2	193	30
3	662	46
3	477	32
4	585	46
4	766	26
4	369	34
4	120	27
5	71	22
5	220	23
5	319	17
5	19	12
5	467	26
6	372	50
6	330	29
7	857	47
7	298	35
8	536	11
8	783	24
8	368	2
9	189	48
9	662	23
9	890	37
9	284	8
10	169	46
10	166	14
11	130	34
11	915	8
11	799	27
11	621	12
11	842	15
12	827	43
12	665	9
13	172	36
13	105	6
14	48	8
14	16	3
14	526	5
15	503	19
15	759	7
15	810	23
15	776	29
15	483	28
16	270	14
16	736	16
16	14	3
17	768	49
17	40	18
17	948	31
18	700	46
19	732	20
19	5	12
19	834	25
19	133	2
20	68	8
20	447	48
20	265	36
21	515	8
22	543	15
22	803	38
22	613	25
23	872	37
24	474	31
25	805	2
25	198	41
26	646	35
26	59	18
26	209	35
26	723	23
27	166	20
27	230	29
28	672	39
28	868	12
29	442	40
29	466	40
29	181	24
29	459	19
30	684	18
30	439	35
30	413	43
31	49	5
32	146	14
32	857	45
32	626	12
32	814	45
32	616	44
33	356	14
33	523	49
33	309	11
34	634	16
34	609	30
35	484	38
35	592	4
36	666	38
36	489	23
36	304	43
36	167	0
36	510	18
37	254	16
38	683	12
38	537	16
39	145	44
40	17	18
40	737	1
40	108	5
41	922	45
41	946	42
41	42	21
42	41	21
42	742	8
42	317	16
42	237	24
43	298	42
43	839	14
43	295	32
44	501	38
44	283	26
44	127	42
44	121	32
44	302	28
45	805	29
45	544	13
46	102	1
46	824	10
46	869	8
46	841	3
47	272	23
47	337	3
48	792	30
48	14	8
49	207	18
49	51	24
49	155	32
49	31	5
49	465	27
50	84	18
51	353	42
51	49	24
51	682	30
52	274	48
52	952	32
52	153	43
52	817	16
53	719	36
54	628	23
54	702	20
54	458	1
55	862	49
55	167	41
55	965	36
56	481	23
56	512	8
56	890	30
57	672	29
57	586	29
57	309	4
58	194	11
58	579	30
58	944	41
58	823	36
58	910	29
59	348	42
59	26	18
59	128	42
59	668	14
59	897	20
60	141	40
60	229	41
60	594	26
60	808	5
60	442	10
61	876	21
62	562	29
63	294	14
63	864	46
63	717	36
63	457	48
63	517	35
64	873	44
64	410	13
64	239	46
65	166	35
65	68	25
66	627	29
67	486	2
68	290	44
68	168	44
68	65	25
68	20	8
69	288	30
70	110	30
70	963	45
71	849	46
71	5	22
71	259	23
72	664	26
72	511	11
73	979	14
73	573	49
73	522	41
74	419	7
74	269	40
75	812	13
76	454	28
76	528	39
76	522	37
76	775	26
76	925	15
77	572	9
77	467	20
78	930	7
78	982	5
78	574	31
79	807	19
79	80	29
79	627	11
79	305	32
80	273	26
80	79	29
80	248	9
81	324	24
81	497	41
82	772	4
83	713	41
83	195	27
83	122	25
83	129	42
84	830	17
84	103	22
84	50	18
84	361	3
85	462	26
85	776	31
85	324	48
86	185	14
87	465	44
87	900	9
87	555	28
88	806	43
88	308	14
88	134	48
88	874	9
89	684	9
90	491	47
90	484	25
90	95	8
91	287	46
91	242	42
91	794	6
92	264	12
92	697	20
93	942	20
93	151	27
93	703	21
93	684	0
93	177	25
94	677	41
95	90	8
95	175	35
96	634	25
96	110	47
96	520	16
96	543	43
97	507	22
97	580	49
97	227	37
98	928	11
98	206	8
99	447	3
99	790	22
99	958	37
100	955	21
101	143	33
101	695	42
102	514	25
102	518	35
102	339	18
102	46	1
102	933	8
102	307	6
103	494	29
103	84	22
103	448	28
103	861	14
103	174	37
103	980	40
104	486	14
104	923	20
104	455	32
104	838	49
105	597	2
105	13	6
106	711	11
106	238	26
107	382	29
107	301	23
107	157	31
108	40	5
108	653	30
109	325	17
109	513	11
109	294	36
109	155	5
109	232	26
109	614	14
110	865	20
110	537	4
110	96	47
110	584	20
110	70	30
111	210	38
111	345	46
111	691	17
112	540	6
113	633	39
113	333	12
114	792	25
115	690	16
116	898	13
116	514	34
116	914	46
117	299	25
118	837	33
118	839	35
119	1000	31
119	256	3
119	324	2
119	170	28
120	457	13
120	925	25
120	4	27
120	824	46
121	800	45
121	44	32
121	372	15
121	227	4
122	341	6
122	208	37
122	83	25
122	970	15
123	779	34
123	333	21
124	727	44
125	909	43
125	495	29
126	165	39
126	753	40
127	879	19
127	44	42
127	547	48
127	975	27
127	820	12
127	350	17
127	144	24
128	911	30
128	59	42
128	601	35
129	83	42
129	881	42
130	553	28
130	890	4
130	11	34
130	425	43
130	805	8
131	275	37
132	651	26
132	733	37
132	685	9
133	19	2
133	195	19
134	88	48
134	709	43
134	986	38
135	960	16
135	481	10
135	367	34
136	805	41
136	862	40
136	317	24
136	367	33
136	624	48
137	264	11
138	650	12
138	647	32
138	371	43
138	611	40
139	959	22
139	163	46
140	875	24
141	583	5
141	534	17
141	60	40
142	296	0
142	148	45
142	500	0
143	274	48
143	101	33
143	984	20
144	215	25
144	981	44
144	127	24
144	918	8
145	464	21
145	39	44
146	170	41
146	231	17
146	467	49
146	32	14
146	689	18
147	565	39
147	350	7
148	776	18
148	776	5
148	142	45
149	702	10
149	675	10
150	263	21
150	176	4
150	782	39
150	931	11
151	385	44
151	337	25
151	93	27
152	669	17
152	850	29
153	52	43
153	788	1
154	644	28
154	900	44
155	109	5
155	49	32
155	588	30
156	455	2
157	107	31
157	437	0
158	285	44
158	240	35
158	778	31
159	602	15
159	669	10
159	353	6
160	339	48
160	814	35
160	242	9
161	853	19
161	573	47
161	581	35
162	845	0
162	687	31
163	139	46
163	430	11
164	512	26
165	710	46
165	496	23
165	126	39
166	647	18
166	27	20
166	65	35
166	10	14
167	36	0
167	55	41
167	794	29
168	255	12
168	68	44
169	262	43
169	10	46
170	119	28
170	146	41
170	492	43
171	256	3
171	681	1
171	502	9
171	899	48
171	947	20
171	819	29
172	342	41
172	13	36
172	954	50
173	390	5
173	795	50
174	103	37
174	772	34
175	95	35
175	969	18
176	375	48
176	150	4
176	214	9
176	994	25
176	626	18
176	764	41
176	578	20
177	803	40
177	962	31
177	93	25
177	369	35
177	476	17
178	784	26
178	989	15
178	943	18
179	975	42
179	851	45
179	978	18
180	591	20
181	29	24
182	540	34
182	351	43
182	576	12
183	394	40
183	622	8
184	370	28
185	648	11
185	817	28
185	86	14
186	683	2
187	731	14
188	875	47
188	851	38
189	818	26
189	9	48
190	514	6
190	508	13
190	460	38
190	671	32
191	275	32
191	355	22
191	583	41
192	722	13
192	636	29
192	604	38
192	789	2
193	2	30
193	356	28
194	416	22
194	58	11
195	83	27
195	133	19
195	664	24
196	275	47
196	816	36
196	983	44
197	498	17
198	216	32
198	497	25
198	25	41
198	629	32
199	259	36
199	514	17
199	482	14
199	288	14
199	921	1
200	848	23
200	632	29
201	793	40
201	652	28
201	223	34
201	967	49
202	835	42
202	915	43
202	306	29
203	335	34
203	695	6
203	533	20
203	552	29
204	868	38
204	722	21
204	870	13
205	925	29
206	489	30
206	98	8
206	786	26
206	530	45
207	366	16
207	49	18
207	716	17
208	349	23
208	122	37
209	26	35
209	362	5
210	881	30
210	330	19
210	583	40
210	111	38
211	789	32
211	358	19
212	490	9
212	469	12
212	857	11
213	911	33
213	818	11
214	392	11
214	176	9
214	272	8
214	554	24
214	567	17
214	463	17
215	344	17
215	144	25
215	901	6
215	835	42
215	529	43
215	991	41
216	515	24
216	198	32
217	404	26
217	661	6
217	625	29
218	321	32
219	222	29
220	549	14
220	5	23
221	825	26
221	960	45
222	228	47
222	219	29
223	201	34
224	443	37
224	623	21
224	418	44
224	649	28
225	625	47
225	790	49
225	344	40
226	439	8
227	97	37
227	121	4
228	615	31
228	352	19
228	222	47
229	60	41
229	756	32
230	27	29
230	964	32
230	364	39
231	146	17
232	109	26
232	891	10
232	473	17
232	704	49
233	912	6
234	863	11
234	600	13
234	514	26
234	335	5
235	874	41
235	830	30
236	598	15
236	790	17
236	880	25
237	689	10
237	927	5
237	391	22
237	42	24
238	106	26
238	455	21
239	809	9
239	946	10
239	64	46
239	677	34
239	293	13
240	324	13
240	158	35
241	742	21
241	771	47
242	601	20
242	91	42
242	637	6
242	784	18
242	160	9
242	698	13
243	548	26
244	735	27
244	893	5
245	875	41
245	588	1
246	324	11
246	761	12
246	779	34
246	816	11
247	696	42
247	321	47
247	323	31
248	317	20
248	80	9
248	443	4
249	486	29
249	843	30
250	467	28
250	693	20
250	854	19
250	898	36
251	987	12
251	255	32
251	506	45
252	723	44
252	406	13
253	568	25
254	657	47
254	37	16
255	670	10
255	251	32
255	168	12
256	119	3
256	171	3
257	860	2
257	338	40
257	853	22
258	885	37
258	413	2
258	607	7
259	71	23
