0	510	13
0	370	41
1	476	46
1	693	33
2	383	8
3	667	28
4	219	29
5	685	21
6	903	23
7	604	31
8	301	29
9	529	20
9	146	31
10	307	18
11	514	50
12	281	41
13	502	11
14	80	19
15	107	31
16	703	28
16	621	19
17	198	24
18	420	26
19	689	15
20	703	27
21	688	33
22	408	46
23	472	47
24	467	24
25	717	39
26	150	6
27	8	23
27	144	36
28	801	28
29	146	8
30	719	35
31	542	14
31	379	45
31	980	22
31	39	48
31	354	43
32	525	28
33	978	29
34	146	29
35	322	12
36	79	48
37	358	45
38	774	27
39	563	7
40	119	8
40	23	25
41	336	40
42	322	2
43	41	30
44	553	15
45	339	46
46	554	3
46	684	49
47	927	44
48	808	28
48	699	24
49	319	32
50	696	22
51	820	40
51	198	4
52	904	35
53	984	38
53	68	3
54	208	50
55	343	28
56	16	48
57	357	20
58	755	28
59	807	38
59	383	41
60	61	11
61	928	26
62	897	40
63	179	29
64	336	24
64	44	20
65	200	50
66	304	50
67	535	27
68	758	33
69	535	40
70	445	28
71	543	8
72	557	44
73	194	20
73	192	29
74	770	41
74	620	45
75	13	19
76	56	25
76	476	34
77	295	37
78	41	23
79	866	21
80	912	29
81	933	3
82	704	2
83	881	18
84	930	15
84	145	46
85	918	47
85	378	45
86	795	33
87	794	48
87	721	41
87	547	9
88	31	32
89	498	2
90	380	42
90	365	16
90	161	26
91	324	2
92	655	39
93	607	46
94	174	19
95	739	35
95	46	13
95	770	44
96	125	31
96	175	37
97	351	3
97	644	32
98	171	48
99	184	18
100	305	17
101	657	31
102	440	23
103	141	22
104	325	27
105	857	15
106	452	36
107	935	1
107	245	40
107	188	14
108	46	39
109	586	41
109	588	38
110	266	50
110	977	7
110	329	26
110	911	39
111	80	31
112	497	42
113	903	28
114	153	3
114	817	45
115	501	34
116	157	7
117	997	7
117	881	41
117	395	16
118	321	32
119	621	35
119	694	3
120	482	48
121	699	40
122	929	45
123	835	23
124	304	24
124	799	3
124	68	26
125	831	4
125	601	14
126	829	44
127	227	1
127	121	22
128	618	41
128	809	3
129	442	19
130	127	33
130	899	29
130	358	43
131	712	12
132	241	35
133	994	29
134	335	23
135	578	23
135	986	32
136	336	28
136	900	35
137	200	5
138	146	25
139	133	40
140	410	27
141	777	17
141	297	39
141	688	36
142	182	21
142	698	16
142	607	11
143	839	14
143	33	21
144	257	49
145	963	36
146	558	23
147	52	10
148	154	13
149	426	2
149	212	5
150	878	24
151	497	9
152	589	21
152	192	39
152	269	2
153	441	50
153	893	49
154	746	9
155	572	9
156	84	29
157	174	42
158	543	11
158	160	27
159	875	8
160	837	16
161	506	38
162	377	36
163	467	20
164	901	5
165	660	49
165	939	50
166	524	6
167	783	34
167	828	6
167	553	5
168	131	31
169	827	11
170	652	15
171	733	26
172	681	36
173	313	7
174	770	32
175	946	4
175	592	31
176	570	40
176	844	33
176	688	34
177	166	13
178	288	5
179	906	29
180	635	35
180	98	28
181	368	10
182	152	36
182	921	17
183	791	33
184	552	29
185	954	14
186	603	30
186	421	37
186	864	38
187	98	12
188	39	8
189	232	5
190	203	7
191	866	6
192	1	33
193	722	38
193	36	40
193	825	45
194	886	18
195	174	35
196	874	4
196	506	15
197	755	11
198	270	13
199	933	9
199	871	6
200	196	3
201	877	33
202	98	33
203	338	36
203	584	47
203	566	20
204	734	39
205	500	36
206	209	24
207	316	39
208	852	31
208	350	29
209	882	13
210	919	18
211	380	7
212	225	12
212	405	5
213	521	2
214	445	22
214	173	36
215	651	49
216	483	47
217	125	14
218	780	30
218	972	26
219	852	11
220	910	22
221	753	50
222	99	46
223	305	3
223	554	5
224	487	29
225	734	50
226	823	23
227	250	13
228	987	46
228	672	9
229	771	46
230	613	17
231	611	43
231	265	48
231	315	14
232	411	40
233	381	17
233	120	39
234	893	3
235	264	20
236	768	35
237	469	50
238	280	27
238	32	17
239	678	19
240	816	40
241	130	25
